name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions
Sachi NYC,https://www.opentable.com/r/sachi-nyc-new-york,1,FALSE,1,14,4.7,4.6,4.7,4.7,4.5,Quiet,100,Murray Hill,"Asian, Bistro, Japanese",Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Asian,1,1,1,1,FALSE,4
Sveta,https://www.opentable.com/r/sveta-new-york,1,FALSE,1,80,4.5,4.5,4.2,4.6,4.3,Moderate,91,West Village,"Russian, Modern European, Contemporary European",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Dancing, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Takeout, Weekend Brunch, Wheelchair Access, Wine",Russian,1,1,1,0,FALSE,3
Flame NYC - No Hibachi (Regular Tables Only),https://www.opentable.com/r/flame-nyc-new-york,1,FALSE,2,25,4.5,4.5,4.3,4.2,4.3,Moderate,89,Upper West Side,"Asian, Sushi, Hibachi",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Asian,0,0,0,0,FALSE,0
Jeannie's - Nordstrom New York City,https://www.opentable.com/r/jeannies-nordstrom-new-york-city-new-york,1,FALSE,1,19,4.3,4.1,4.4,4.1,4.2,Moderate,92,Midtown West,"Italian, Pizzeria",Casual Dining,Casual Dress,,"Beer, BYO Wine, Cocktails, Gender Neutral Restroom, Non-Smoking, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Bistro Verde - Nordstrom New York City,https://www.opentable.com/r/bistro-verde-nordstrom-new-york-city-new-york,1,FALSE,1,43,4.8,4.8,4.9,4.6,4.5,Moderate,100,Midtown West,Contemporary American,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Full Bar, Gender Neutral Restroom, Non-Smoking, Takeout, View, Wheelchair Access, Wine",Contemporary American,0,0,0,0,FALSE,0
Nino's,https://www.opentable.com/r/ninos-new-york,1,FALSE,1,47,4.8,4.8,4.8,4.8,4.6,Quiet,100,Upper East Side,"Italian, Seafood, Steak",Fine Dining,Smart Casual,Carlos Acevedo,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Rabbit House Omakase and Sake Bar,https://www.opentable.com/r/rabbit-house-omakase-and-sake-bar-new-york,1,FALSE,2,16,4.8,4.8,4.5,4.4,4.6,Quiet,100,Lower East Side,"Japanese, Fusion / Eclectic, Creative Japanese",Elegant Dining,Smart Casual,Yoshiko Sakuma,"Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Takeout, Wheelchair Access, Wine",Japanese,0,0,0,0,FALSE,0
LEZZET MEDITERRANEAN TURKISH RESTAURANT,https://www.opentable.com/r/lezzet-mediterranean-turkish-restaurant-new-york,1,FALSE,1,40,4.6,4.4,4.6,4.3,4.3,Quiet,100,Midtown East,"Mediterranean, Turkish",Casual Dining,Casual Dress,,"BYO Wine, Delivery, Non-Smoking, Outdoor dining, Takeout",Mediterranean,0,0,0,0,FALSE,0
Catch Steak,https://www.opentable.com/r/catch-steak-maritime-hotel-new-york,1,FALSE,3,1219,4.5,4.6,4.5,4.6,4.1,Moderate,86,West Village,"Steak, Steakhouse, Italian",Fine Dining,Smart Casual, Juan Carlos Ortega,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gluten-free Menu, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Steak,1,0,1,1,FALSE,3
Ampia Rooftop & Gnoccheria - Wall St.,https://www.opentable.com/r/ampia-rooftop-and-gnoccheria-wall-st-new-york,1,FALSE,2,363,4.2,4.1,4,4.4,3.8,Moderate,72,Financial District,Italian,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Chef's Table, Cocktails, Dancing, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
RH Rooftop Restaurant New York,https://www.opentable.com/r/rh-rooftop-restaurant-new-york,1,FALSE,2,1136,4.8,4.7,4.6,4.9,4.3,Moderate,95,West Village,American,Casual Elegant,Casual Dress,,"Beer, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Weekend Brunch, Wheelchair Access, Wine",American,1,0,0,1,FALSE,2
TacoVision,https://www.opentable.com/r/tacovision-new-york,1,FALSE,1,278,4.6,4.5,4.4,4.5,4.5,Moderate,85,Midtown East,"Mexican, Contemporary Mexican, Global, International",Casual Dining,Casual Dress,Chef Todd Mitgang,"Banquet, Bar/Lounge, Beer, Beer Garden, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,FALSE,4
Red Peony,https://www.opentable.com/r/red-peony-new-york,1,FALSE,1,144,4.2,4.3,3.9,3.8,4,Moderate,100,Midtown West,"Chinese, Asian, Fusion / Eclectic",Casual Dining,Casual Dress,,"Delivery, High Tea, Non-Smoking, Private Room, Takeout, Wheelchair Access",Chinese,0,0,0,0,FALSE,0
IL Piccolo Ristoro,https://www.opentable.com/r/il-piccolo-ristoro-new-york,1,FALSE,2,26,4.7,4.4,4.4,4.6,4.3,Quiet,100,Hudson Yards,"Italian, Caf̩, Breakfast",Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Worthwild,https://www.opentable.com/r/worthwild-new-york,1,FALSE,2,39,4.7,4.5,4.6,4.6,4.4,Moderate,100,Chelsea,"American, Caf̩, Cocktail Bar",Casual Dining,Casual Dress,,"Beer, Cocktails, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",American,1,1,1,1,FALSE,4
Sushi Suite 1001,https://www.opentable.com/r/sushi-suite-1001-new-york,1,FALSE,3,120,4.9,5,4.9,4.9,4.7,Quiet,100,NoMad,"Sushi, Asian, Japanese",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Gender Neutral Restroom, Kosher, Outdoor Smoking Area",Sushi,1,0,1,1,FALSE,3
New Amsterdam Burger and Bar,https://www.opentable.com/r/new-amsterdam-burger-and-bar-new-york,1,FALSE,2,54,4.5,4.6,4.4,4.3,4,Moderate,100,Upper West Side,"American, Burgers",Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Kosher, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",American,1,1,1,1,FALSE,4
Ed's Lobster Bar,https://www.opentable.com/r/eds-lobster-bar-new-york,1,FALSE,2,132,4.4,4.4,4.4,4.1,4,Moderate,84,SoHo,Seafood,Casual Dining,Business Casual,Edward McFarland,"Beer, Cocktails, Delivery, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1,FALSE,4
Westville - Chelsea,https://www.opentable.com/r/westville-new-york,1,FALSE,1,142,4.7,4.6,4.6,4.4,4.5,Moderate,91,Chelsea,"American, Comfort Food, Vegetarian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Counter Seating, Delivery, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Petite Boucherie,https://www.opentable.com/r/petite-boucherie-new-york,1,FALSE,2,806,4.5,4.4,4.3,4.5,4.1,Moderate,87,West Village,"French, American",Casual Dining,Casual Dress,Dominick Pepe,"Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wine",French,1,0,0,0,FALSE,1
The Smith- Lincoln Square,https://www.opentable.com/the-smith-lincoln-square,1,FALSE,1,8318,4.7,4.6,4.5,4.4,4.3,Moderate,94,Lincoln Square,American,Casual Dining,Casual Dress,Brian Ellis,"Banquet, Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Del Frisco's Grille - NYC,https://www.opentable.com/r/del-friscos-grille-nyc-new-york,1,FALSE,1,3635,4.4,4.4,4.4,4.3,4,Moderate,87,Rockefeller Center Midtown,Steakhouse,Casual Dining,Casual Dress,Greg Lombardi,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Private Room, Takeout, View, Wheelchair Access, Wine",Steakhouse,1,1,0,1,FALSE,3
NOMO Kitchen,https://www.opentable.com/nomo-kitchen,1,FALSE,3,1291,4.3,4.3,4,4.6,4,Moderate,88,SoHo,"American, Global, International",Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,0,1,FALSE,3
Del Frisco's Double Eagle Steakhouse - New York City,https://www.opentable.com/r/del-friscos-double-eagle-steak-house-new-york-city-new-york,1,FALSE,1,10489,4.6,4.6,4.7,4.6,4.2,Moderate,89,Midtown West,Steakhouse,Fine Dining,Smart Casual,Guillaume Thivet,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,0,1,FALSE,3
Max Brenner - Union Square,https://www.opentable.com/max-brenner-union-square,1,FALSE,1,7984,4.6,4.5,4.4,4.4,4.4,Moderate,91,Union Square,"Comfort Food, Dessert, Contemporary American",Casual Dining,Casual Dress,,"Beer, Cocktails, Full Bar, Late Night, Non-Smoking, Weekend Brunch, Wheelchair Access, Wine",Comfort Food,1,1,1,1,FALSE,4
Sojourn Restaurant,https://www.opentable.com/r/sojourn-restaurant-new-york,1,FALSE,1,1699,4.6,4.5,4.5,4.3,4.3,Moderate,100,Upper East Side,"Contemporary American, Global, International, Tapas / Small Plates",Casual Elegant,Smart Casual,Peter Petti,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,0,0,0,0,FALSE,0
Charlie Palmer Steak NYC,https://www.opentable.com/r/charlie-palmer-steak-nyc-new-york-3,1,FALSE,2,4192,4.6,4.6,4.6,4.6,4.3,Moderate,91,Theater District / Times Square,"American, Contemporary American",Fine Dining,Business Casual,Executive Chef Harold Moore,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Locanda Verde,https://www.opentable.com/locanda-verde,1,FALSE,2,2307,4.7,4.7,4.5,4.6,4.2,Moderate,89,TriBeCa - Downtown,Italian,Casual Dining,Smart Casual,Andrew Carmellini,"Banquet, Bar Dining, Beer, Cafe, Cocktails, Corkage Fee, Full Bar, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Brick Lane Curry House,https://www.opentable.com/r/brick-lane-curry-house-new-york,1,FALSE,1,488,4.2,4.4,4.1,3.3,3.8,Quiet,100,East Village,"Indian, British, Contemporary Indian",Casual Dining,Casual Dress,Sati Sharma,"Bar/Lounge, Beer, BYO Liquor, BYO Wine, Entertainment, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, View, Wheelchair Access, Wine",Indian,0,0,0,0,FALSE,0
Ruth's Chris Steak House - New York City - Midtown,https://www.opentable.com/ruths-chris-steak-house-new-york,1,FALSE,2,5401,4.7,4.7,4.6,4.5,4.5,Quiet,91,Theater District / Times Square,"Steakhouse, Steak, Seafood",Fine Dining,Business Casual,Joseph Lopez,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,FALSE,4
Carmine's - 91st Street - NYC,https://www.opentable.com/carmines-91st-street-nyc,1,FALSE,2,6565,4.5,4.6,4.5,4.4,4.4,Moderate,90,Upper West Side,"Italian, Contemporary Italian, Regional Italian (Sardinia)",Casual Dining,Casual Dress,Joe Delgado,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Oda House - Upper East Side,https://www.opentable.com/r/oda-house-upper-east-side-new-york-2,1,FALSE,1,198,4.6,4.6,4.3,4.3,4.3,Moderate,92,Upper East Side,"Georgian, Mediterranean, Russian",Casual Dining,Casual Dress,Maia Acquaviva,"Banquet, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Georgian,1,1,1,1,FALSE,4
queensyard,https://www.opentable.com/r/queensyard-new-york,1,FALSE,2,83,4.4,4.3,4.3,4.6,4,Moderate,100,Hudson Yards,"Contemporary American, Contemporary British",Casual Elegant,Smart Casual,Brian Yurko,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, View, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1,FALSE,4
Spanish Diner at Mercado Little Spain,https://www.opentable.com/r/spanish-diner-at-mercado-little-spain-new-york,1,FALSE,1,218,4.5,4.5,4.4,4.5,4.2,Moderate,92,Hudson Yards,Spanish,Casual Dining,Business Casual,,,Spanish,0,0,0,0,FALSE,0
The Warren,https://www.opentable.com/r/the-warren-new-york,1,TRUE,2,230,4.5,4.5,4.4,4.4,4.3,Moderate,95,West Village,"American, Tapas / Small Plates",Casual Elegant,Smart Casual,Juan M Bautista,"Beer, Cocktails, Corkage Fee, Full Bar, Wine",American,0,0,0,0,FALSE,0
Marcellino,https://www.opentable.com/r/marcellino-new-york,1,FALSE,1,35,4.6,4.8,4.7,4.7,4.6,Quiet,100,Little Italy,"Italian, Pizzeria",Casual Dining,Business Casual,,"Beer, Cocktails, Full Bar, Non-Smoking, Outdoor dining, Wine",Italian,1,0,1,1,FALSE,3
Bombay Bistro,https://www.opentable.com/r/bombay-bistro-new-york,1,FALSE,1,32,4.7,4.7,4.6,4.6,4.5,Moderate,100,West Village,Indian,Casual Dining,Business Casual,Herbert Robertson,,Indian,0,0,0,0,FALSE,0
Da Capo,https://www.opentable.com/r/da-capo-new-york,1,FALSE,1,12,3.9,3.8,4.1,3.6,3.7,Moderate,56,Upper West Side,"Contemporary American, Italian",Casual Dining,Smart Casual,,"Beer, Cocktails, Full Bar, Wine",Contemporary American,0,0,0,0,FALSE,0
La Pizza & La Pasta - Eataly NYC Downtown,https://www.opentable.com/r/la-pizza-and-la-pasta-eataly-nyc-downtown-new-york,1,TRUE,1,593,4.6,4.6,4.5,4.6,4.3,Moderate,96,Financial District,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Takeout, View, Wheelchair Access, Wine",Pizzeria,1,1,1,1,FALSE,4
yara,https://www.opentable.com/r/yara-new-york,1,FALSE,2,110,4.7,4.7,4.5,4.6,4.4,Moderate,100,Midtown East,"Mediterranean, Vegetarian / Vegan, Lebanese",Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,1,1,1,1,FALSE,4
Le Moulin a Cafe,https://www.opentable.com/r/le-moulin-a-cafe-new-york,1,FALSE,1,14,5,4.7,4.8,4.6,4.8,Moderate,100,Upper East Side,"French, European, Caf̩",Casual Dining,Business Casual,,"Banquet, Beer, Cafe, Delivery, Fireplace, Gender Neutral Restroom, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,FALSE,4
St. Tropez - SOHO,https://www.opentable.com/r/st-tropez-soho-new-york-2,1,FALSE,2,66,4.4,4.2,4.2,4.2,4,Moderate,,SoHo,"French, Wine Bar, Tapas / Small Plates",Casual Elegant,Smart Casual,Gerald Barthelemy,"Bar/Lounge, Beer, BYO Liquor, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Delivery, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,0,0,0,0,FALSE,0
Wagamama (Murray Hill - 39th Street),https://www.opentable.com/r/wagamama-murray-hill-new-york,1,FALSE,1,169,4.3,4.3,4.3,4.2,4.1,Moderate,100,Murray Hill,Asian,Casual Dining,Casual Dress,,"Beer, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Asian,1,1,1,1,FALSE,4
Buenavista Restaurant & Bar,https://www.opentable.com/r/buenavista-restaurant-and-bar-new-york,1,TRUE,1,307,4.6,4.6,4.5,4.1,4.5,Moderate,92,Midtown West,"Global, International, South American, Mexican",Casual Dining,Casual Dress,Rene Hernandez Hernandez,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Takeout, Wine",Global,0,0,0,0,FALSE,0
IL Divo,https://www.opentable.com/r/il-divo-new-york,1,FALSE,2,228,4.7,4.7,4.7,4.8,4.1,Quiet,92,Upper East Side,Italian,Casual Dining,Business Casual,Antonio Savino,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Italian,1,1,1,1,FALSE,4
Turkuaz Restaurant,https://www.opentable.com/r/turkuaz-restaurant-new-york-2,1,FALSE,2,134,4.7,4.6,4.6,4.7,4.5,Quiet,100,Midtown West,"Turkish, Mediterranean, Halal",Casual Elegant,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Delivery, Entertainment, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Turkish,1,1,1,1,FALSE,4
Nittis,https://www.opentable.com/r/nittis-new-york,1,FALSE,1,79,4.4,4.4,4.3,4.1,4.3,Moderate,100,Hell's Kitchen,Italian,Casual Dining,Business Casual,,"Beer, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Quartino Bottega Organica,https://www.opentable.com/r/quartino-bottega-organica-new-york,1,FALSE,1,87,4.4,4.3,4.5,4.6,4.4,Quiet,80,NoHo,"Italian, Organic, Vegetarian / Vegan",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",Italian,1,1,1,1,FALSE,4
Seamore's Brookfield Place,https://www.opentable.com/r/seamores-brookfield-place-new-york,1,FALSE,2,184,4.4,4.4,4.2,4.3,4,Moderate,89,Battery Park,"Seafood, American, Comfort Food",Casual Dining,Business Casual,Rob Eggleston,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1,FALSE,4
Aroma Trattoria,https://www.opentable.com/r/aroma-trattoria-new-york,1,FALSE,1,132,4.5,4.5,4.6,4.3,4.3,Moderate,91,Midtown West,Italian,Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Valerie,https://www.opentable.com/r/valerie-new-york,1,FALSE,1,456,4.6,4.6,4.6,4.7,4.4,Moderate,97,Midtown West,"American, Contemporary American, Cocktail Bar",Casual Elegant,Casual Dress,Darren Pettigrew,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Il Mulino Prime - Gramercy,https://www.opentable.com/r/il-mulino-prime-gramercy-new-york,1,FALSE,3,164,4.6,4.6,4.7,4.5,4.2,Moderate,100,Gramercy / Flatiron,Italian,Fine Dining,Business Casual,Michele Mazza,"Beer, Cocktails, Corkage Fee, Full Bar, Outdoor dining, Takeout, Wine",Italian,1,1,1,1,FALSE,4
Izakaya Juraku,https://www.opentable.com/r/izakaya-juraku-new-york,1,FALSE,1,13,4.6,4.6,4.6,4.3,4.4,Moderate,100,Lower East Side,"Japanese, Asian, Ramen",Casual Dining,Casual Dress,Kiyomizu Darner,"Banquet, Beer, Corkage Fee, Delivery, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Japanese,1,1,1,1,FALSE,4
Hortus NYC,https://www.opentable.com/r/hortus-nyc-new-york,1,FALSE,2,69,4.6,4.6,4.4,4.5,4.1,Moderate,100,NoMad,"Contemporary Asian, Contemporary American, Korean",Casual Dining,Casual Dress,Lenny Moon,"Beer, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Gender Neutral Restroom, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Wine",Contemporary Asian,1,1,1,0,FALSE,3
Elea,https://www.opentable.com/r/elea-new-york,1,FALSE,3,654,4.8,4.7,4.6,4.6,4.3,Moderate,95,Upper West Side,"Greek, Mediterranean",Casual Elegant,Smart Casual,Moschos Akis Tzanakakis,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Greek,1,0,1,1,FALSE,3
Osteria 106,https://www.opentable.com/r/osteria-106-new-york-2,1,FALSE,1,400,4.8,4.8,4.7,4.7,4.6,Moderate,98,Upper West Side,Italian,Casual Elegant,Smart Casual,,"Beer, Corkage Fee, Delivery, Outdoor dining, Patio/Outdoor Dining, Takeout, Wine",Italian,0,0,0,0,FALSE,0
The Wilson,https://www.opentable.com/r/the-wilson-new-york,1,FALSE,1,101,4.5,4.5,4.4,4.6,4,Moderate,50,NoMad,Unspecified,Casual Elegant,Smart Casual,Adrienne Guttieri- IGC Hospitality,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Unspecified,1,1,1,1,FALSE,4
Kahlo NYC,https://www.opentable.com/r/kahlo-nyc-new-york,1,FALSE,2,264,4.8,4.7,4.8,4.7,4.5,Moderate,89,Chelsea,Mexican,Casual Dining,Business Casual,,"Corkage Fee, Delivery, Full Bar, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access",Mexican,1,1,1,1,FALSE,4
